,corp_code,stock_code,corp_cls,corp_name,sector,product
1303,00684802,244920,Y,에이플러스에셋,보험 및 연금관련 서비스업,보험대리 및 중개업
1304,00544577,089970,K,에이피티씨,특수 목적용 기계 제조업,300mm Poly Etch System
1305,01108442,230240,K,에치에프알,통신 및 방송 장비 제조업,유선 및 무선통신장비 제조 및 제조서비스
1306,01029394,230360,K,에코마케팅,광고업,"온라인, 모바일 광고 종합대행업"
1307,00287812,038870,K,에코바이오,사업시설 유지·관리 서비스업,"판매시점정보시스템(POS), 금전등록기"
1308,00619640,101360,K,에코앤드림,기타 화학제품 제조업,배출가스 저감용 촉매 및 이차전지 양극활물질 전구체
1309,00870481,128540,K,에코캡,자동차 신품 부품 제조업,"자동차 부품(전선, 케이블, 벌브소켓, LED 등)"
1310,00536541,086520,K,에코프로,기타 금융업,"환경소재,화학필터,이차전지소재등"
1311,01160363,247540,K,에코프로비엠,일차전지 및 축전지 제조업,양극활물질
1312,01566248,383310,K,에코프로에이치엔,기타 화학제품 제조업,환경오염 방지 관련 소재 및 설비
1313,00139153,038110,K,에코플라스틱,자동차 신품 부품 제조업,BUMPER 및 자동차TRIM류
1314,00442561,073540,K,에프알텍,통신 및 방송 장비 제조업,이동통신용중계기
1315,00331016,064850,K,에프앤가이드,기타 정보 서비스업,"금융정보서비스, INDEX, 펀드평가 등"
1316,00223434,036810,K,에프에스티,전자부품 제조업,"펠리클(반도체부품), 칠러장비, 반도체유통"
1317,00925295,173940,K,에프엔씨엔터,창작 및 예술관련 서비스업,"콘서트, 음반/음원"
1318,00476036,083500,K,에프엔에스테크,특수 목적용 기계 제조업,"OLED, LCD 제조 공정 장비"
1319,00360577,054940,K,엑사이엔씨,실내건축 및 건축마무리 공사업,실내건축 공사업
1320,00351454,043090,K,엑서지21,기타 전문 도매업,"바이오리엑터(Bioreactor, 생물반응기)"
1321,00956028,950130,K,엑세스바이오,의료용품 및 기타 의약 관련제품 제조업,"말라리아 진단키트(RDT), HIV 진단키트(RDT)"
1322,01042085,205100,K,엑셈,소프트웨어 개발 및 공급업,"DB, E2E 성능관리 SW"
1323,01372782,356680,K,엑스게이트,소프트웨어 개발 및 공급업,통합 네트워크 보안 솔루션
1324,00683007,070300,K,엑스큐어,소프트웨어 개발 및 공급업,"USIM카드, 금융카드"
1325,00611736,092870,K,엑시콘,특수 목적용 기계 제조업,반도체 검사장비
1326,00964595,317870,K,엔바이오니아,그외 기타 제품 제조업,양전하필터(정수기)
1327,00146436,067570,K,엔브이에이치코리아,자동차 신품 부품 제조업,"헤드라이너, NVH부품"
1328,01051065,236810,K,엔비티,광고업,모바일 포인트 광고 플랫폼
1329,01310773,333620,K,엔시스,기타 전기장비 제조업,2차전지 머신비전 검사장비
1330,00641393,101400,K,엔시트론,반도체 제조업,디지털오디오앰프칩
1331,00261443,036570,Y,엔씨소프트,소프트웨어 개발 및 공급업,"인터넷머그게임(리니지),그룹웨어,인터넷커뮤니티 개발,유지,공급"
1332,00180865,031860,K,엔에스엔,상품 종합 도매업,FLC
1333,01674468,438580,K,엔에이치스팩25호,금융 지원 서비스업,기업인수합병
1334,01675254,439410,K,엔에이치스팩26호,금융 지원 서비스업,기타 금융 지원 서비스업
1335,01677429,440820,K,엔에이치스팩27호,금융 지원 서비스업,기타 금융 지원 서비스업
1336,01705777,450410,K,엔에이치스팩28호,금융 지원 서비스업,기타 금융 지원 서비스업
1337,00983271,181710,Y,엔에이치엔,소프트웨어 개발 및 공급업,한게임
1338,01217829,265740,K,엔에프씨,기타 화학제품 제조업,화장품 원료 제조 및 판매
1339,01397903,354200,K,엔젠바이오,"그외 기타 전문, 과학 및 기술 서비스업","유전체 분야 진단시약 제조 및 유전체 분야 소프트웨어 연구,개발,판매"
1340,01587056,419080,K,엔젯,특수 목적용 기계 제조업,"EHD 잉크젯 프린터, EHD 코터"
1341,00606886,183490,K,엔지켐생명과학,기초 의약물질 및 생물학적 제제 제조업,"EC-18(신약), 원료의약품"
1342,00172228,085310,Y,엔케이,"구조용 금속제품, 탱크 및 증기발생기 제조업","고압가스용기,선박용,육상용 소화설비장치,천연가스이동식충전소 제조,도매"
1343,00977650,182400,K,엔케이맥스,기초 의약물질 및 생물학적 제제 제조업,"연구용 시약, NK Vue® KIT, SuperNK"
1344,01011526,348370,K,엔켐,기초 화학물질 제조업,2차전지 전해액
1345,00415707,069410,K,엔텔스,소프트웨어 개발 및 공급업,운용지원솔루션
1346,01105621,227950,K,엔투텍,특수 목적용 기계 제조업,반도체장비 부품 제조업
1347,01276901,291230,K,엔피,기타 사업지원 서비스업,"브랜드 익스피어리언스, XR 콘텐츠, 메타버스"
1348,00876643,198080,K,엔피디,전자부품 제조업,스마트폰 OLED용 FPCA
1349,00108038,004250,Y,엔피씨,플라스틱제품 제조업,"산업용기프라스틱제품(플라스틱 파렛트,시트 파렛트) 제조,판매"
1350,00108490,048830,K,엔피케이,합성고무 및 플라스틱 물질 제조업,합성고무 및 플라스틱물질 제조업
1351,00540571,096870,K,엘디티,반도체 제조업,"OLED구동IC,LED구동IC,LCD구동IC"
1352,00838500,900140,Y,엘브이엠씨,자동차 판매업,지주회사
1353,01181515,290650,K,엘앤씨바이오,의약품 제조업,"인체조직(피부, 뼈, 연골)"
1354,00398701,066970,K,엘앤에프,일차전지 및 축전지 제조업,2차전지 양극활물질
1355,00918222,156100,K,엘앤케이바이오,의료용 기기 제조업,척추 임플란트
1356,00105855,010120,Y,엘에스일렉트릭,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공"
1357,00494218,073110,K,엘엠에스,전자부품 제조업,프리즘시트
1358,00484682,083310,K,엘오티베큠,특수 목적용 기계 제조업,반도체제조용진공펌프
1359,00242712,037950,K,엘컴텍,전자부품 제조업,"BLU(Back Light Unit), CCM(Compact Camera Module), Display용 EL"
1360,00866062,170920,K,엘티씨,기초 화학물질 제조업,FPD(LCD/OLED) 및 반도체용 박리액
1361,00397058,058630,K,엠게임,소프트웨어 개발 및 공급업,"온라인 게임 개발 및 퍼블리싱(열혈강호온라인,홀릭2,영웅)"
1362,00396925,058970,K,엠로,소프트웨어 개발 및 공급업,"기업용 공급망관리 소프트웨어, AI 디지털혁신 소프트웨어, 공급망관리 클라우드 서비스"
1363,00136642,019590,K,엠벤처투자,신탁업 및 집합투자업,벤처캐피탈
1364,00877174,169330,K,엠브레인,시장조사 및 여론조사업,온라인 및 오프라인 리서치
1365,00564562,097520,Y,엠씨넥스,영상 및 음향기기 제조업,"모바일 카메라모듈,전장 카메라모듈,블랙박스,IP 카메라"
1366,00531829,179290,K,엠아이텍,의료용 기기 제조업,비혈관 스텐트 및 체외충격파 쇄석기
1367,00121154,009780,K,엠에스씨,기타 식품 제조업,식품첨가물
1368,00259545,123040,K,엠에스오토텍,자동차 신품 부품 제조업,자동차 차체 부품
1369,01384477,323230,K,엠에프엠코리아,편조의복 제조업,"남성,여성,남아,여아용 면의류"
1370,00110884,032790,K,엠젠솔루션,기계장비 및 관련 물품 도매업,"Bio 이종장기 사업, ICT 프린터 현상기"
1371,00121686,033160,K,엠케이전자,전자부품 제조업,반도체용세금선
1372,00670766,347890,K,엠투아이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","스마트HMI, 스마트SCADA, 스마트팩토리솔루션"
1373,00143226,033310,K,엠투엔,기타 금속 가공제품 제조업,산업용자동제어반기기
1374,00833064,259630,K,엠플러스,특수 목적용 기계 제조업,이차전지 자동화 조립설비
1375,00372253,115960,K,연우,플라스틱제품 제조업,화장품 용기
1376,00532129,060850,K,영림원소프트랩,소프트웨어 개발 및 공급업,"ERP Package, 유지 관리 등"
1377,00140779,014440,Y,영보화학,플라스틱제품 제조업,"가교발포폴리에틸렌(아티론,영보드) 제조,판매"
1378,00140858,007530,K,영신금속,기타 금속 가공제품 제조업,"볼트, 나사"
1379,00569646,143540,K,영우디에스피,특수 목적용 기계 제조업,OLED/LCD 디스플레이 검사장비
1380,00776820,111770,Y,영원무역,상품 종합 도매업,스포츠의류
1381,00140964,009970,Y,영원무역홀딩스,기타 금융업,"스포츠의류(등산복,운동복,스키복) 도소매,수출,섬유봉제"
1382,00141149,003520,Y,영진약품,의약품 제조업,"의약품(드링크제,항생제,영양수액제),의약부외품 제조,판매"
1383,00141307,000670,Y,영풍,1차 비철금속 제조업,"제1차 금속산업(아연괴,황산,카드뮴괴),건전지 제조,무역"
1384,00141389,036560,K,영풍정밀,일반 목적용 기계 제조업,"펌프, 밸브, 주물"
1385,00141404,006740,Y,영풍제지,"골판지, 종이 상자 및 종이용기 제조업","골판지원지,지관원지,라이나원지 제조"
1386,00141413,012280,Y,영화금속,자동차 신품 부품 제조업,"자동차부품,건축자재(관이음쇠) 제조,판매"
1387,00659976,265560,K,영화테크,자동차 신품 부품 제조업,자동차 정션박스 등
1388,00141477,012160,Y,영흥,1차 철강 제조업,와이어로프 등
1389,00259934,036000,K,예림당,"서적, 잡지 및 기타 인쇄물 출판업",무선가입자망 단말기 및 차량용핸즈프리
1390,01166109,250930,K,예선테크,플라스틱제품 제조업,기업인수합병
1391,00362858,053280,K,예스24,무점포 소매업,"도서,음반/DVD,화장품"
1392,00105101,015360,Y,예스코홀딩스,회사 본부 및 경영 컨설팅 서비스업,지주사업
1393,00530556,122640,K,예스티,특수 목적용 기계 제조업,반도체 및 디스플레이 제조 장비
1394,01169434,900300,K,오가닉티코스메틱,기타 금융업,"유아용 화장품(클렌징, 여름용, 피부케어, 기능성 화장품)"
1395,00220969,045060,K,오공,기타 화학제품 제조업,"접착제,씰란트,광택제,연마제"
1396,00529815,080520,K,오디텍,반도체 제조업,"광반도체, 소자 및 모듈"
1397,00141529,007310,Y,오뚜기,기타 식품 제조업,"라면,마요네즈,카레,스프,당면,소오스,토마토케첩,마가린,냉동생지(바게트,크로와상),참치캔,식초,3분짜장 제조"
1398,00141556,039830,K,오로라,전문디자인업,"캐릭터디자인,캐릭터완구 등"
1399,01016479,322310,K,오로스테크놀로지,특수 목적용 기계 제조업,반도체 Overlay 계측 장비
1400,00297989,046120,K,오르비텍,기타 과학기술 서비스업,"방사선안전관리, 항공기 정밀부품 제조 등"
1401,00141608,014940,K,오리엔탈정공,일반 목적용 기계 제조업,선박용 기계제품(크레인 등)
1402,00141626,002630,Y,오리엔트바이오,의약품 제조업,의약품 제조
1403,00300405,065500,K,오리엔트정공,자동차 신품 부품 제조업,"하우징, 리테이너베어링"
1404,01238169,271560,Y,오리온,기타 식품 제조업,스낵 등 과자류
1405,00117577,001800,Y,오리온홀딩스,기타 금융업,자회사 관리 지주사업 등
1406,00141671,010470,K,오리콤,광고업,광고대행
1407,01472930,417860,K,오브젠,소프트웨어 개발 및 공급업,CRM 소프트웨어
1408,00494546,352910,K,오비고,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",스마트카 소프트웨어 플랫폼
1409,00226547,053980,K,오상자이엘,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",CATIA Solution
1410,00350048,052420,K,오성첨단소재,플라스틱제품 제조업,"보호, 기능성 필름"
1411,01113754,241790,K,오션브릿지,특수 목적용 기계 제조업,"반도체 케미칼 및 특수가스, 반도체 장비"
1412,00263654,039200,K,오스코텍,의약품 제조업,"뼈이식재,건강식품소재"
1413,01082348,226400,K,오스테오닉,의료용 기기 제조업,골접합 및 재건용 금속소재 및 생체복합재료 기반 임플란트
1414,00175173,031510,K,오스템,자동차 신품 부품 제조업,휠
1415,00341916,048260,K,오스템임플란트,의료용 기기 제조업,치과용임플란트
1416,01491607,368970,K,오에스피,동물용 사료 및 조제식품 제조업,프리미엄 반려동물 사료
1417,00571483,138080,K,오이솔루션,통신 및 방송 장비 제조업,광트랜시버
1418,00543107,080580,K,오킨스전자,전자부품 제조업,반도체 검사용 소켓
1419,00397289,067170,K,오텍,자동차 재제조 부품 제조업,"냉동 및 내장탑차, 앰블란스"
1420,01084294,353590,K,오토앤,자동차 부품 및 내장품 판매업,자동차 지급품 및 애프터마켓 제품
1421,00867849,173130,K,오파스넷,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",네트워크 구축 및 유지보수
1422,00335076,049480,K,오픈베이스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","트래픽솔루션(웹스위치,트래픽서버)"
1423,01571107,394280,K,오픈엣지테크놀로지,소프트웨어 개발 및 공급업,시스템 반도체 IP
1424,01335453,309930,K,오하임아이엔티,기타 생활용품 소매업,기업인수합병
1425,01070149,244460,K,올리패스,기초 의약물질 및 생물학적 제제 제조업,인공유전자 플랫폼(OliPass PNA) 기술을 활용한 RNA치료제 신약개발
1426,01113718,226950,K,올릭스,자연과학 및 공학 연구개발업,siRNA 신약 개발
1427,00265005,057540,K,옴니시스템,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","전자식전력량계,설비미터,원격검침시스템"
1428,00831428,131030,K,옵투스제약,의약품 제조업,티어린프리점안액
1429,00327396,082210,K,옵트론텍,사진장비 및 광학기기 제조업,"IRFilter,Grating"
1430,00660291,109080,K,옵티시스,통신 및 방송 장비 제조업,광링크 모듈 등
1431,01506990,380540,K,옵티코어,마그네틱 및 광학 매체 제조업,"광트랜시버, 광다중화장치 등"
1432,00971726,153710,K,옵티팜,의료용품 및 기타 의약 관련제품 제조업,"옵티케어,메디피그 등"
1433,01116502,321820,K,와이더플래닛,소프트웨어 개발 및 공급업,빅데이터/인공지능 마케팅플랫폼 및 데이터플랫폼
1434,00759294,122990,K,와이솔,전자부품 제조업,"SAW Filter, Wafer Chip, Duplexer"
1435,00619507,112290,K,와이씨켐,기타 화학제품 제조업,반도체 및 디스플레이용 화학소재
1436,01109539,232140,K,와이아이케이,특수 목적용 기계 제조업,메모리 웨이퍼 테스터
1437,00250137,065530,K,와이어블,전기 통신업,공용기지국건설/관리
1438,00190756,067900,K,와이엔텍,폐기물 처리업,"사업장폐기물중간및최종처리,전문건설,골재제조"
1439,00870861,155650,K,와이엠씨,전자부품 제조업,"FPD 패널용 Target, Backing Plate 등"
1440,01215618,273640,K,와이엠텍,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",계전기(EV Relay)
1441,00602172,251370,K,와이엠티,기초 화학물질 제조업,"PCB, 반도체 및 디스플레이 제조용 화학소재 등"
1442,00370200,066430,K,와이오엠,기타 전문 도매업,"VCI,LDPE필름 외"
1443,01035678,193250,K,와이제이엠게임즈,전자부품 제조업,휴대폰용 진동모터
1444,01236532,273060,K,와이즈버즈,광고업,광고대행
1445,00139719,019210,K,와이지-원,기타 금속 가공제품 제조업,"엔드밀, 탭, 드릴"
1446,00613318,122870,K,와이지엔터테인먼트,오디오물 출판 및 원판 녹음업,"음악 및 기타 오디오물 출판, 신인 아티스트 육성 및 매니지먼트"
1447,00144720,011690,Y,와이투솔루션,반도체 제조업,"혼성직접회로,통신기기 제조/화공약품,케이블 도매"
1448,01015160,332570,K,와이팜,전자부품 제조업,전력증폭기 모듈(PAM)
1449,00455875,079000,K,와토스코리아,플라스틱제품 제조업,위생도기용부속(양변기용)
1450,00365989,070960,Y,용평리조트,일반 및 생활 숙박시설 운영업,"리조트 운영, 콘도 분양"
1451,01350869,316140,Y,우리금융지주,기타 금융업,금융지주
1452,00231044,032820,K,우리기술,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","시스템사업, 정보통신사업"
1453,00231664,041190,K,우리기술투자,기타 금융업,창업자에 대한 투자 및 융자
1454,00664048,115440,K,우리넷,통신 및 방송 장비 제조업,"광전송장비(MSPP), 교환장비(AGW)"
1455,00296005,046970,K,우리로,기타 전문 도매업,"광분배기(웨이퍼, 칩, 모듈), 광다이오드"
1456,00369107,082850,K,우리바이오,전구 및 조명장치 제조업,건강기능식품 개발 제조 및 스마트팜 연구개발
1457,00682992,298870,K,우리벤처파트너스,기타 금융업,"창업투자금융, 벤처기업투자 등"
1458,01077577,215360,K,우리산업,자동차 신품 부품 제조업,ACTUATOR 등
1459,00359623,072470,K,우리산업홀딩스,자동차 신품 부품 제조업,HVAC ACTUATOR (자동차 공조장치 부품 등)
1460,00413417,073560,K,우리손에프앤지,"도축, 육류 가공 및 저장 처리업","양돈업, 도축업"
1461,00155692,037400,K,우리엔터프라이즈,상품 종합 도매업,"변환장치 제조업 백열전구, 형광등"
1462,00815095,153490,K,우리이앤엘,반도체 제조업,LED 패키지
1463,00104102,010050,Y,우리종금,기타 금융업,"종합금융,주택할부금융,부동산"
1464,00567222,101170,K,우림피티에스,일반 목적용 기계 제조업,"트랜스미션,감속기,기어전동축 제조"
1465,00142661,006980,Y,우성,"곡물가공품, 전분 및 전분제품 제조업","배합사료,Suit-feed(맞춤 TMR(육성우,건유우,착유우) 사료),농후사료,곡류(강피류 등 부산물) 제조,판매/부동산 임대,무역"
1466,00301422,066590,K,우수AMS,자동차 신품 부품 제조업,"엔진, 조향 및 기아변속기 부품"
1467,00142883,017370,Y,우신시스템,특수 목적용 기계 제조업,"자동차차체자동화용접조립라인,용접설비,자동용접장비 제조,판매"
1468,00486875,103840,K,우양,"과실, 채소 가공 및 저장 처리업","HMR, 음료 베이스, 퓨레 등"
1469,00363246,046940,K,우원개발,기반조성 및 시설물 축조관련 전문공사업,토공사
1470,01065013,215380,K,우정바이오,자연과학 및 공학 연구개발업,"동물실험,CRO서비스,사육장비,세척장비등"
1471,00390903,065680,K,우주일렉트로,전자부품 제조업,정보통신용 초정밀커넥터
1472,00173944,105840,Y,우진,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",원전용계측기
1473,00103547,018620,K,우진비앤지,의약품 제조업,"슈퍼티아, 안티펜SM"
1474,00143262,010400,Y,우진아이엔에스,건물설비 설치 공사업,반도체/디스플레이 코팅덕트
1475,00303217,049800,Y,우진플라임,특수 목적용 기계 제조업,"플라스틱사출성형기 제조,판매"
1476,00143651,016880,Y,웅진,회사 본부 및 경영 컨설팅 서비스업,"교육서비스(웅진아이큐,중.고교학습,어린이마을),도서,잡지 출판/부동산 임대/인터넷관련사업"
1477,00628189,095720,Y,웅진씽크빅,초등 교육기관,"기타출판 제조/서적,교구,통신판매 도소매/부동산 임대/교구렌탈,컴퓨터운용관련서비스"
1478,00143794,005820,Y,원림,직물직조 및 직물제품 제조업,"고무,플라스틱제품,산업용포장재,PP.BAG,타포린 제조,도매/부동산 임대/주택 신축,판매/인터넷 정보통신/벤처회사 투자"
1479,01326224,307280,K,원바이오젠,의료용품 및 기타 의약 관련제품 제조업,"창상피복제, 습윤드레싱제"
1480,00304076,053080,K,원방테크,일반 목적용 기계 제조업,클린룸 설비
1481,00210980,032940,K,원익,기계장비 및 관련 물품 도매업,"Quartz, HIC, 의료기기"
1482,01135941,240810,K,원익IPS,특수 목적용 기계 제조업,반도체 제조용 기계
1483,00468374,074600,K,원익QnC,유리 및 유리제품 제조업,반도체용 석영유리
1484,00623661,104830,K,원익머트리얼즈,기초 화학물질 제조업,"저메인가스,디실란,아산화질소,암모니아 등"
1485,00128175,014190,K,원익큐브,기타 전문 도매업,"MMA,BAM,PC,PP,목재,실란트,디지털인쇄기"
1486,01020843,217820,K,원익피앤이,특수 목적용 기계 제조업,2차전지 자동화 설비
1487,00216647,030530,K,원익홀딩스,특수 목적용 기계 제조업,가스캐비닛
1488,00143907,012620,K,원일특강,1차 철강 제조업,특수강
1489,01459212,382840,K,원준,특수 목적용 기계 제조업,2차전지용 열처리 장비
1490,01407909,336570,K,원텍,의료용 기기 제조업,기업 인수 및 합병
1491,01441611,376980,K,원티드랩,소프트웨어 개발 및 공급업,채용 플랫폼
1492,00144012,008370,K,원풍,플라스틱제품 제조업,플라스틱 필름
1493,00144021,008290,K,원풍물산,봉제의복 제조업,남성용신사복
1494,00580065,101160,K,월덱스,전자부품 제조업,반도체용링및전극
1495,00390408,064090,K,웨스트라이즈,상품 종합 도매업,"Jayjun, Nerdy 외"
1496,01408999,336060,K,웨이버스,소프트웨어 개발 및 공급업,금융 지원 서비스
1497,00526696,095270,K,웨이브일렉트로,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",이동통신중계기용전력증폭기
1498,00141273,010600,Y,웰바이오텍,상품 중개업,"피혁의류 도,소매,의류 판매,수입,피혁(GRAIN LEATHER) 제조"
1499,00362159,065950,K,웰크론,직물직조 및 직물제품 제조업,"기능성 침구용품, 크리너, 필터, 방탄·방검복"
1500,00487546,076080,K,웰크론한텍,건물 건설업,"에너지절감설비,자동화배합설비,환경설비"
1501,00864338,196700,K,웹스,합성고무 및 플라스틱 물질 제조업,"기능성 컴파운드, 건축외장자재"
1502,00405320,069080,K,웹젠,소프트웨어 개발 및 공급업,3D 온라인게임 '뮤(MU)'
1503,00323868,053580,K,웹케시,소프트웨어 개발 및 공급업,"에스이알피, 브랜치, 인하우스"
1504,00300557,071460,K,위니아,가정용 기기 제조업,"김치냉장고, 에어컨, 냉장고, 에어가전, 세탁가전 등"
1505,01175499,377460,K,위니아에이드,기타 운송관련 서비스업,"전자제품 소매, 물류주선, 서비스대행"
1506,00293886,044340,K,위닉스,가정용 기기 제조업,일반목적용 기계제조업
1507,00765851,330350,K,위더스제약,의약품 제조업,의약품 제조 및 도소매(순환기용제 등)
1508,00925587,348350,K,위드텍,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","AMCs 모니터링 시스템, 공정 프로세스 모니터링 시스템, TMS"
1509,00444329,112040,K,위메이드,소프트웨어 개발 및 공급업,"미르의전설2, 미르4"
1510,00643656,101730,K,위메이드맥스,소프트웨어 개발 및 공급업,실크로드 온라인
1511,00815767,123420,K,위메이드플레이,소프트웨어 개발 및 공급업,모바일게임
1512,00374738,065370,K,위세아이텍,소프트웨어 개발 및 공급업,"빅데이터분석, 인공지능, 데이터품질관리 솔루션"
1513,00264228,038620,K,위즈코프,연료 소매업,인터넷 인프라 및 응용
1514,01276327,299900,K,위지윅스튜디오,"영화, 비디오물, 방송프로그램 제작 및 배급업","VFX, 뉴미디어 등 특수영상 컨텐츠 제작"
1515,00258360,036090,K,위지트,특수 목적용 기계 제조업,LCD 반도체
1516,00868705,136540,K,윈스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","네크워크보안장비(IPS, 안티 DDoS)"
1517,01359815,320000,K,윈텍,특수 목적용 기계 제조업,비전검사장비
1518,00536286,097800,K,윈팩,반도체 제조업,반도체 패키징 및 테스트
1519,00910840,192390,K,윈하이텍,"구조용 금속제품, 탱크 및 증기발생기 제조업",데크 플레이트(건설용거푸집)
1520,00863038,313760,K,윌링스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",태양광 인버터 등
1521,00104999,008600,Y,윌비스,생활용품 도매업,"스웨터,니트,셔츠 도매,제조/컴퓨터주변기기 무역,오파,임대"
1522,01405585,335870,K,윙스풋,"섬유, 의복, 신발 및 가죽제품 소매업",신발 매입 및 공급
1523,01328639,900340,K,윙입푸드,기타 금융업,육가공 제품
1524,00158963,033270,Y,유나이티드,의약품 제조업,"홈타민 진생연질60C(비타민제),항암제,항생제,순환기계,해열진통제,소화기계약품 제조"
1525,00159786,014830,Y,유니드,기초 화학물질 제조업,"탄산칼륨,가성칼륨,가성카리,탄산카리(무기화합물),MDF(가공목재) 제조,도매"
1526,01702017,446070,Y,유니드비티플러스,제재 및 목재 가공업,MDF 등
1527,00260569,036200,K,유니셈,특수 목적용 기계 제조업,반도체장비(DryGasScrubber)
1528,00144243,018000,K,유니슨,일반 목적용 기계 제조업,"풍력발전기, 풍력타워"
1529,00144252,000910,Y,유니온,"시멘트, 석회, 플라스터 및 그 제품 제조업","백시멘트,타일시멘트,알루미나시멘트,용융알루미나,급결제,필터프레스,유니필터제조,도매"
1530,00369833,047400,Y,유니온머티리얼,"내화, 비내화 요업제품 제조업","페라이트,세라믹 제조,도매"
1531,00408266,203450,K,유니온커뮤니티,통신 및 방송 장비 제조업,지문인식출입통제기
1532,00137207,011330,Y,유니켐,"가죽, 가방 및 유사제품 제조업","피혁 제조,도매,무역,부동산임대"
1533,00414601,077500,Y,유니퀘스트,기계장비 및 관련 물품 도매업,"반도체직접회로 도매,무역,제조"
1534,00147152,011320,K,유니크,자동차 신품 부품 제조업,"EGR밸브, 유압솔레노이드밸브, 퓨얼벤트밸브, 퓨얼컷트밸브, 체크밸브, 케니스타 등"
1535,00540447,086390,K,유니테스트,특수 목적용 기계 제조업,"반도체메모리주검사장비생산(메모리컴포넌트테스터,메모리모듈테스트)"
1536,00531865,241690,K,유니테크노,자동차 신품 부품 제조업,"자동차 부품, 전기차 부품, 배터리 셀케이스, ESS 배터리 모듈, SBW 및 EPB, EPS 전동화 부품"
1537,00879020,142210,K,유니트론텍,자동차 부품 및 내장품 판매업,"메모리/비메모리반도체, 디스플레이 모듈"
1538,00201742,048430,K,유라테크,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","점화코일, 스파크플러그"
1539,00927558,206650,K,유바이오로직스,의약품 제조업,"경구용 콜레라 백신, 바이오의약품 수탁 연구 및 제조"
1540,00592653,089850,K,유비벨록스,소프트웨어 개발 및 공급업,"모바일플랫폼 및 모바일솔루션, 스마트카드 등"
1541,00531078,084440,K,유비온,소프트웨어 개발 및 공급업,학습관리시스템 등 에듀테크 플랫폼 (코스모스) 및 교육서비스
1542,00220057,032620,K,유비케어,소프트웨어 개발 및 공급업,"의사랑,유팜,미소몰"
1543,01203376,264450,K,유비쿼스,통신 및 방송 장비 제조업,"스위치, FTTH"
1544,00411385,078070,K,유비쿼스홀딩스,기타 금융업,"지주회사, 자회사관리, 부동산임대"
1545,00174004,002920,Y,유성기업,자동차 신품 부품 제조업,"철도차량부품(피스턴링,실린더라이너,발브가이드,타펫트),자동차부품,주강,주물 제조,판매"
1546,00173999,024800,K,유성티엔에스,육상 여객 운송업,"운송,C형강,차량정비"
1547,00163691,000700,Y,유수홀딩스,회사 본부 및 경영 컨설팅 서비스업,지주사업
1548,00144650,054930,K,유신,"건축기술, 엔지니어링 및 관련 기술 서비스업",토목설계 및 감리
1549,00400121,069330,K,유아이디,전자부품 제조업,"ITO COATING, GLASS LAMINATION"
1550,00256380,049520,K,유아이엘,전자부품 제조업,"스마트폰 기구부품(키버튼,금속부품,부자재,악세서리 등)"
1551,01670675,435380,K,유안타제10호스팩,금융 지원 서비스업,기업인수목적회사
1552,01690235,446150,K,유안타제12호스팩,금융 지원 서비스업,기업인수합병
1553,01701753,449020,K,유안타제13호스팩,금융 지원 서비스업,금융 지원 서비스
1554,01504910,367480,K,유안타제8호스팩,금융 지원 서비스업,금융지원 서비스
1555,01663639,430700,K,유안타제9호스팩,금융 지원 서비스업,기업인수목적회사
1556,00117601,003470,Y,유안타증권,금융 지원 서비스업,"유가증권 매매,중개,대리,인수"
1557,01196313,263770,K,유에스티,1차 철강 제조업,스테인레스강관
1558,00416654,072130,Y,유엔젤,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","소프트웨어(무선인터넷 솔루션,ASP통신사업자용 지능망솔루션 및 단문메세지센터) 개발,공급"
1559,00144818,000220,Y,유유제약,의약품 제조업,"의약품 제조,판매"
1560,01152586,388720,K,유일로보틱스,특수 목적용 기계 제조업,"취출로봇, 사출장비 및 자동화시스템"
1561,01368637,340930,K,유일에너테크,특수 목적용 기계 제조업,2차전지 제조장비
1562,00184667,023410,K,유진기업,"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘
1563,00234227,056080,K,유진로봇,특수 목적용 기계 제조업,"청소로봇, 완구류외"
1564,01514519,373340,K,유진스팩6호,금융 지원 서비스업,합병
1565,01569838,388800,K,유진스팩7호,금융 지원 서비스업,합병
