,corp_code,stock_code,corp_cls,corp_name,sector,product
0,00378363,060310,K,3S,전자부품 제조업,반도체 웨이퍼 캐리어
1,00365387,095570,Y,AJ네트웍스,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)"
2,00125080,006840,Y,AK홀딩스,기타 금융업,지주사업
3,00296078,054620,K,APS홀딩스,기타 금융업,인터넷 트래픽 솔루션
4,01203808,265520,K,AP시스템,특수 목적용 기계 제조업,디스플레이 제조 장비
5,00874803,211270,K,AP위성,통신 및 방송 장비 제조업,위성통신 단말기
6,00219097,027410,Y,BGF,기타 금융업,지주회사
7,01263022,282330,Y,BGF리테일,종합 소매업,체인화 편의점
8,00599595,126600,K,BGF에코머티리얼즈,합성고무 및 플라스틱 물질 제조업,엔지니어링 플라스틱 칩
9,00858364,138930,Y,BNK금융지주,기타 금융업,금융지주회사
10,00122579,001460,Y,BYC,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급"
11,00151605,013720,K,CBI,자동차 신품 부품 제조업,엔진부품
12,00148540,001040,Y,CJ,기타 금융업,지주회사
13,00303873,079160,Y,CJ CGV,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영"
14,00265324,035760,K,CJ ENM,텔레비전 방송업,"의류, 생활주방, 가전제품, 보석, 기타"
15,01071041,311690,K,CJ 바이오사이언스,자연과학 및 공학 연구개발업,"생명정보 플랫폼, 마이크로바이옴 분석 서비스"
16,00113410,000120,Y,CJ대한통운,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting"
17,00129013,011150,Y,CJ씨푸드,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입"
18,00635134,097950,Y,CJ제일제당,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매"
19,00127954,051500,K,CJ프레시웨이,음·식료품 및 담배 도매업,"식자재유통, 단체급식"
20,00380429,058820,K,CMG제약,의약품 제조업,의약품
21,00149266,023460,K,CNH,신탁업 및 집합투자업,투자자문
22,00318662,056730,K,CNT85,건물설비 설치 공사업,산업설비 제조외
23,00303703,065770,K,CS,통신 및 방송 장비 제조업,"이동통신중계기, 위성방송(DMB)중계기(Gap-Filler)"
24,00406037,083660,K,CSA 코스믹,기타 화학제품 제조업,화장품 제조 및 판매
25,00149026,000590,Y,CS홀딩스,기타 금융업,"브랜드 수익, 자회사 배당"
26,00163345,012030,Y,DB,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리"
27,01505450,367340,K,DB금융스팩8호,기타 금융업,기업인수 및 합병
28,00115694,016610,Y,DB금융투자,금융 지원 서비스업,"유가증권,위탁매매,인수,자기매매"
29,00159102,005830,Y,DB손해보험,보험업,"자동차보험,화재보험,해상보험,특종보험,장기보험"
30,00160843,000990,Y,DB하이텍,반도체 제조업,반도체 제조
31,00878915,139130,Y,DGB금융지주,기타 금융업,지주회사
32,00367695,060900,K,DGP,전기업,풍력 및 태양광 발전업
33,00109693,000210,Y,DL,기타 금융업,지주회사
34,00128971,001880,Y,DL건설,건물 건설업,"도로건설공사,토목공사,건축공사,조경공사/부동산 임대,매매"
35,01524093,375500,Y,DL이앤씨,토목 건설업,토목 건설 사업
36,00361594,068790,K,DMS,특수 목적용 기계 제조업,LCD 제조장비
37,00116949,007340,Y,DN오토모티브,일차전지 및 축전지 제조업,자동차용 밧데리
38,00118266,004840,Y,DRB동일,고무제품 제조업,"고무벨트(V벨트,콘베이어벨트,평벨트),프라스틱제품 제조,판매"
39,01109715,241520,K,DSC인베스트먼트,신탁업 및 집합투자업,투자조합 결성 및 투자
40,00390860,065150,K,DSEN,음·식료품 및 담배 도매업,"외식프랜차이즈사업,육류가공,식자재유통등"
41,00110608,155660,Y,DSR,1차 비철금속 제조업,합섬섬유로프
42,00151298,069730,Y,DSR제강,1차 철강 제조업,"와이어로프,각종 경강선,철선제품,PC강선,아연도 강연선 제조"
43,00995993,180400,K,DXVX,기타 과학기술 서비스업,BAC DNA CHIP
44,00165583,017940,Y,E1,기타 전문 도매업,"LPG(프로판,부탄가스),가스기기판매"
45,01182550,245620,K,EDGC,자연과학 및 공학 연구개발업,유전체 분석 진단 서비스
46,00261054,037370,K,EG,토목 건설업,"산화철, 대기수처리방지시설, 무역"
47,01437186,365550,Y,ESR켄달스퀘어리츠,부동산 임대 및 공급업,부동산투자
48,00175623,050120,K,ES큐브,생활용품 도매업,"텐트, 원 ·부자재"
49,01568413,383220,Y,F&F,봉제의복 제조업,"MLB, MLB KIDS, DISCOVERY 등 패션의류제품"
50,00126487,007700,Y,F&F 홀딩스,기타 금융업,"스포츠웨어(골프웨어) 제조/도서출판(단행본,유아/아동전집류(아인슈타인시리즈),잡지)/이천고속도로휴게소/문구사무용품,수입의류 판매,소매"
51,01061497,214270,K,FSN,소프트웨어 개발 및 공급업,카울리
52,00491938,130500,K,GH신소재,기타 섬유제품 제조업,"자동차용 부직포, 폴리우레탄 폼"
53,00557508,114090,Y,GKL,유원지 및 기타 오락관련 서비스업,카지노
54,01170962,900290,K,GRT,기타 금융업,"광학필름, 포장필름"
55,00500254,078930,Y,GS,기타 금융업,지주회사/부동산 임대
56,00540863,083450,K,GST,특수 목적용 기계 제조업,"GasScrubber,Chiller"
57,00120030,006360,Y,GS건설,건물 건설업,"토목공사,건축공사,주택공사,산업플랜트공사,리모델링공사,시설물유지관리공사/산업설비설계,감리 용역,수출입/에너지관리 진단,연구개발"
58,00138190,001250,Y,GS글로벌,상품 종합 도매업,"수출입업(시멘트,철강금속,전기전자,섬유,기계화학),상품중개,광업,채석업/하수처리 서비스/부동산 임대"
59,00140177,007070,Y,GS리테일,종합 소매업,"체인화 편의점,슈퍼마켓,마트,전자상거래/부동산(빌딩) 임대"
60,00523936,297890,K,HB솔루션,특수 목적용 기계 제조업,"디스플레이 제조용 장비(도포기, 조립기, 검사기)"
61,00255275,078150,K,HB테크놀러지,특수 목적용 기계 제조업,TFT-LCD검사장비
62,00164636,012630,Y,HDC,기타 금융업,"토목공사,건축공사,아파트분양사업,재개발/재건축사업"
63,00350312,039570,Y,HDC랩스,전기 및 통신 공사업,"기계설비공사, 스마트홈, 지능형 빌딩, SOC, 인테리어, 조경, 시설관리"
64,00357935,089470,Y,HDC현대EP,기타 화학제품 제조업,"합성수지(PP컴파운딩가공,자동차범퍼,내장제) 제조,도소매"
65,01310269,294870,Y,HDC현대산업개발,건물 건설업,"외주주택, 자체공사, 일반건축, 토목 등"
66,00164830,009540,Y,HD한국조선해양,선박 및 보트 건조업,"선박,해양구조물,엔진,펌프 전동기,중전기,중장비 제조/자동창고,물류시스템"
67,01205709,267250,Y,HD현대,석유 정제품 제조업,지주회사
68,01205842,267270,Y,HD현대건설기계,일반 목적용 기계 제조업,"굴삭기, 지게차, 휠로더 등"
69,01199550,322000,Y,HD현대에너지솔루션,반도체 제조업,"태양광 셀·모듈, PV시스템, ESS"
70,00344287,042670,Y,HD현대인프라코어,특수 목적용 기계 제조업,"굴삭기,엔진 제조,도소매"
71,01390344,329180,Y,HD현대중공업,선박 및 보트 건조업,"선박, 해양플랜트 및 엔진기계 등"
72,00633835,097230,Y,HJ중공업,토목 건설업,"선박건조,기계플랜트 제조/토목공사,건축공사,조경공사,전기공사,가스공사,준설공사,기계설비공사"
73,01012066,195940,K,HK이노엔,의약품 제조업,"전문의약품, 숙취해소음료"
74,00161116,014790,Y,HL D&I,토목 건설업,"토목,건축,전기,환경사업,준설공사,포장공사,주택,중기임대"
75,00199252,028300,K,HLB,의료용품 및 기타 의약 관련제품 제조업,"구명정, GRP/GRE PIPPE"
76,00169048,003580,Y,HLB글로벌,기타 비금속광물 광업,"모래 및 자갈 채취업,콤부차,그린월,화장품,신약개발 등"
77,01189438,278650,K,HLB바이오스텝,자연과학 및 공학 연구개발업,비임상실험 유효성(약리)평가
78,00365590,067630,K,HLB생명과학,"건축기술, 엔지니어링 및 관련 기술 서비스업","ESCO 사업, 신재생에너지 사업"
79,00155586,024850,K,HLB이노베이션,전자부품 제조업,리드프레임
80,00336817,047920,K,HLB제약,자연과학 및 공학 연구개발업,"씨트리시메티딘정, 로자틴정"
81,00552859,115450,K,HLB테라퓨틱스,기타 전문 도매업,"임베디드 GUI 미들웨어 FXUI-2D, FXUI-3D"
82,01042775,204320,Y,HL만도,자동차 신품 부품 제조업,"제동장치, 조향장치, 현가장치"
83,00299002,060980,Y,HL홀딩스,기타 금융업,지주회사 및 경영컨설팅 서비스업
84,00164645,011200,Y,HMM,해상 운송업,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운"
85,01288827,403870,K,HPSP,특수 목적용 기계 제조업,고압 수소 어닐링 장비
86,00230911,036640,K,HRS,합성고무 및 플라스틱 물질 제조업,실리콘 컴파운드제품 제조
87,00361008,082740,Y,HSD엔진,일반 목적용 기계 제조업,"대형선박용엔진,내연발전엔진"
88,01591606,405350,K,IBKS제17호스팩,금융 지원 서비스업,금융 지원 서비스
89,01622331,424760,K,IBKS제18호스팩,금융 지원 서비스업,기업인수 및 합병
90,01632851,426550,K,IBKS제19호스팩,금융 지원 서비스업,기업인수 및 합병
91,01675421,439730,K,IBKS제20호스팩,금융 지원 서비스업,기업인수 및 합병
92,01682740,442770,K,IBKS제21호스팩,금융 지원 서비스업,기업인수 및 합병
93,01701328,448760,K,IBKS제22호스팩,금융 지원 서비스업,기업인수 및 합병
94,00572905,095340,K,ISC,전자부품 제조업,반도체테스트소켓
95,00980122,175330,Y,JB금융지주,기타 금융업,금융지주 회사
96,01041828,950170,K,JTC,종합 소매업,"식품류, 생활용품류, 화장품류 (사후면세업)"
97,00225706,234080,Y,JW생명과학,의약품 제조업,"기초수액, TPN, 특수수액, HEMO, 영양수액 등"
98,00110431,067290,K,JW신약,의약품 제조업,"매니큐어세트, 손톱깎이"
99,00149947,001060,Y,JW중외제약,의약품 제조업,"수액제,소화기궤양치료제,항생제,항암제 제조,도매"
100,00632304,096760,Y,JW홀딩스,기타 금융업,의약품 수출입업
101,00258689,035900,K,JYP Ent.,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음 관련 제품
102,00876166,318000,K,KBG,합성고무 및 플라스틱 물질 제조업,"실리콘 소재(실란 모노머, 실리콘 레진&폴리머, 실리콘 융합소재)"
103,00158024,024840,K,KBI메탈,1차 비철금속 제조업,"동ROD, 모터코어"
104,00688996,105560,Y,KB금융,기타 금융업,-
105,01622720,432320,Y,KB스타리츠,부동산 임대 및 공급업,"벨기에 North Galaxy Towers, 영국 Samsung Europe HQ"
106,00157539,024120,K,KB오토시스,자동차 신품 부품 제조업,브레이크패드
107,00105466,021320,K,KCC건설,건물 건설업,"토목 건축공사, 분양공사"
108,00265041,036670,K,KCI,기타 화학제품 제조업,"폴리머,레진,계면활성제"
109,00159971,009440,Y,KC그린홀딩스,기타 금융업,"환경방지오염시설(전기집진기,배연탈황설비,여과집진기,세정식집진기),제어장치 제조,설치"
110,00797364,119650,Y,KC코트렐,일반 목적용 기계 제조업,전기집진기 등
111,00111218,044180,K,KD,건물 건설업,건설사업(완성건물)
112,00589127,092220,Y,KEC,반도체 제조업,반도체 제조
113,00366137,151860,K,KG ETS,폐기물 처리업,"집단에너지(스팀),  산화동, 폐기물 소각"
114,00405278,046440,K,KG모빌리언스,소프트웨어 개발 및 공급업,유무선전화결제서비스
115,00115676,016380,Y,KG스틸,1차 철강 제조업,"철강재(냉연강판,아연도강판,칼라강판,석도강판,선재류,강관,형강,봉강),비철금속 제조,도매"
116,00264547,035600,K,KG이니시스,소프트웨어 개발 및 공급업,전자지불서비스
117,00101220,001390,Y,KG케미칼,기초 화학물질 제조업,"콘크리트혼화제, 비료, 친환경농자재, 수처리제"
118,00378628,060720,K,KH바텍,전자부품 제조업,"휴대폰부품(SHIELD, BRACKET)"
119,00159740,001940,Y,KISCO홀딩스,1차 철강 제조업,지주사업
120,00208134,058400,K,KNN,텔레비전 방송업,방송프로그램 제작 및 송출
121,00532059,114450,K,KPX생명과학,기초 의약물질 및 생물학적 제제 제조업,의약품 중간체 등
122,00191472,025000,Y,KPX케미칼,기초 화학물질 제조업,"PPG,PU RESIN,우레탄수지,대향막박리재,반도체 CM PAD,Polyether Polyol,산업용기초화학제품,화공약품 제조,판매"
123,00587466,092230,Y,KPX홀딩스,기초 화학물질 제조업,지주회사
124,00112378,000040,Y,KR모터스,그외 기타 운송장비 제조업,"이륜차(오토바이) 제조,도매"
125,00160232,044450,Y,KSS해운,해상 운송업,"특수화물해상운송(액화가스,LPG,암모니아,VCM,석유화학제품 등), 선박대여"
126,00372882,058850,Y,KTcs,기타 정보 서비스업,전화번호검색 데이타제공/콜센터 운영
127,00372873,058860,Y,KTis,기타 정보 서비스업,"114전화번호안내, 고객센터"
128,00225742,060370,K,KT서브마린,전기 및 통신 공사업,해저케이블등의 건설 및 유지보수 업무
129,00657987,122450,K,KX,텔레비전 방송업,방송채널사업 및 방송송출서비스
130,00276834,052900,K,KX하이텍,플라스틱제품 제조업,TRAY(반도체Packing재료)
131,00527011,376190,K,LB루셈,반도체 제조업,디스플레이 구동 반도체(Driver IC)
132,00412348,061970,K,LB세미콘,반도체 제조업,"골드범핑, 솔더범핑 등"
133,00231901,309960,K,LB인베스트먼트,기타 금융업,중소기업 창업투자
134,00593032,093050,Y,LF,봉제의복 제조업,"기성복, 의류, 잡화, 제조"
135,00120021,003550,Y,LG,기타 금융업,지주회사
136,00105873,034220,Y,LG디스플레이,전자부품 제조업,액정표시장치(TFT-LCD) 제조
137,00356370,051900,Y,LG생활건강,기타 화학제품 제조업,"화장품,생활용품 제조,도매"
138,01515323,373220,Y,LG에너지솔루션,일차전지 및 축전지 제조업,"2차전지 (소형,ESS,자동차전지)"
139,00231363,032640,Y,LG유플러스,전기 통신업,"개인휴대통신서비스,음성서비스,데이터서비스,부가통신/단말기 도소매/프로그램 개발,자료제공"
140,00105961,011070,Y,LG이노텍,전자부품 제조업,기타 전자부품 제조업
141,00401731,066570,Y,LG전자,통신 및 방송 장비 제조업,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기"
142,00222532,037560,Y,LG헬로비전,텔레비전 방송업,"케이블TV, 인터넷서비스 등"
143,00356361,051910,Y,LG화학,기초 화학물질 제조업,"유화/기능/합성수지,재생섬유소,산업재,리튬이온전지,평광판,PVC 제조,도매"
144,00503668,079550,Y,LIG넥스원,무기 및 총포탄 제조업,정밀유도무기 등
145,00105952,006260,Y,LS,기타 금융업,"전력용전선,일반전선,통신케이블,동선,알루미늄선,공조기,프라스틱사출성형기 제조,도매"
146,00104698,000680,Y,LS네트웍스,상품 종합 도매업,"혁화,의류,등산용품 도매,제조/부동산 임대"
147,01093007,229640,Y,LS전선아시아,기타 금융업,
148,00525934,108320,Y,LX세미콘,반도체 제조업,Display Driver IC
149,00120076,001120,Y,LX인터내셔널,상품 중개업,"전자,기계,화공,유류.금속,의류 수출입,도소매"
150,00759513,108670,Y,LX하우시스,플라스틱제품 제조업,"창호재, 자동차부품 등"
151,01562589,383800,Y,LX홀딩스,기타 금융업,지주회사
152,00445841,086960,K,MDS테크,소프트웨어 개발 및 공급업,"임베디드개발솔루션,임베디드소프트웨어"
153,00121534,023150,Y,MH에탄올,알코올음료 제조업,"주정,탄산가스 제조"
154,00266961,035420,Y,NAVER,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",포털 서비스 및 온라인 광고
155,00974927,160550,K,NEW,"영화, 비디오물, 방송프로그램 제작 및 배급업",영화 투자 및 배급
156,00363927,053290,K,NE능률,"서적, 잡지 및 기타 인쇄물 출판업",영어학습교재
157,00357740,060250,K,NHN KCP,기타 정보 서비스업,전자결제서비스업
158,00645089,104200,K,NHN벅스,소프트웨어 개발 및 공급업,"디지털음원유통, 온라인음악서비스"
159,01480780,400760,Y,NH올원리츠,부동산 임대 및 공급업,부동산투자
160,00120182,005940,Y,NH투자증권,금융 지원 서비스업,"증권업,종합금융"
161,01391033,338100,Y,NH프라임리츠,부동산 임대 및 공급업,부동산 투자
162,00158316,034310,Y,NICE,회사 본부 및 경영 컨설팅 서비스업,"기업신용분석,유가증권등급평정,기업정보,긍융정보,경제정보,소비자신용정보 제공,시장조사,사회여론조사,점외 CD/ATM사업"
163,00158325,030190,K,NICE평가정보,기타 정보 서비스업,"개인 및 기업정보,솔루션"
164,00116301,008260,Y,NI스틸,1차 철강 제조업,"스틸파이프,철강재임가공 제조,도매"
165,00148896,010060,Y,OCI,기초 화학물질 제조업,"타르제품,카본블랙,무수프탈산,농약원제,석탄화학제품,정밀화학제품,플라스틱창호재 제조,판매"
166,00767460,178920,Y,PI첨단소재,플라스틱제품 제조업,PI(Polyimide)제품
167,00133557,024940,K,PN풍년,생활용품 도매업,압력솥
168,00155319,005490,Y,POSCO홀딩스,1차 철강 제조업,"열연코일,냉연강판,후판,선재,스테인리스 제조"
169,01078178,218410,K,RFHIC,통신 및 방송 장비 제조업,GaN 트랜지스터
170,01343665,327260,K,RF머트리얼즈,전자부품 제조업,"광통신, RF통신용 패키지"
171,00580667,091340,K,S&K폴리텍,전자부품 제조업,고밀도폴리우레탄폼시트
172,00138279,010950,Y,S-Oil,석유 정제품 제조업,"석유제품,가스,윤활기유,윤활유,그리스,석유화학제품 제조,도매"
173,01082418,419530,K,SAMG엔터,"영화, 비디오물, 방송프로그램 제작 및 배급업",애니메이션 IP 기획 및 관련 제품 제작
174,00156910,019550,K,SBI인베스트먼트,신탁업 및 집합투자업,벤처캐피탈
175,00938688,950110,K,SBI핀테크솔루션즈,소프트웨어 개발 및 공급업,전자결제대행 및 핀테크 비스
176,00130772,034120,Y,SBS,텔레비전 방송업,"TV,라디오방송,광고"
177,00280688,046140,K,SBS콘텐츠허브,"영화, 비디오물, 방송프로그램 제작 및 배급업","컨텐츠, 프로젝트"
178,00653103,151910,K,SBW생명과학,전자부품 제조업,"Blue Filter, IR Filter, Camera Module"
179,00260745,036120,K,SCI평가정보,기타 정보 서비스업,"신용조회,채권추심,신용조사"
180,00574611,099220,K,SDN,기계장비 및 관련 물품 도매업,"태양광기자재 및 선박용엔진 도매, 태양광발전시스템 구축 및 설계"
181,00301246,036540,K,SFA반도체,반도체 제조업,"반도체패키지(SOP,DIP,QFP)"
182,00963976,255220,K,SG,기타 비금속 광물제품 제조업,"아스콘, 레미콘"
183,00264714,040610,K,SG&G,기타 운송관련 서비스업,생활정보신문
184,00351579,049470,K,SGA,소프트웨어 개발 및 공급업,"산업용컴퓨터 제조, 판매"
185,00988364,184230,K,SGA솔루션즈,소프트웨어 개발 및 공급업,보안솔루션
186,00125150,005090,Y,SGC에너지,전기업,"증기, 전기, REC(신재생에너지공급인증서)"
187,00141246,016250,K,SGC이테크건설,건물 건설업,"건축공사, 플랜트설비, 토목공사"
188,00152039,001380,Y,SG글로벌,자동차 신품 부품 제조업,"자동차시트커버(Seat Trim Cover), 면사, 면ㆍ혼방사 등의 제조 및 판매"
189,00133511,004060,Y,SG세계물산,상품 종합 도매업,"피복류,봉제품,P.E제품 수출입,도매,제조/조경사업"
190,00137809,001770,Y,SHD,1차 철강 제조업,"석도강판,표면처리강판 제조,임가공,판매"
191,00136457,002360,Y,SH에너지화학,기초 화학물질 제조업,"합성수지(PS/EPS,ABS수지) 제조"
192,00138260,009160,Y,SIMPAC,1차 철강 제조업,"프레스, 합금철"
193,00181712,034730,Y,SK,기타 금융업,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매"
194,00139889,011790,Y,SKC,기타 화학제품 제조업,"폴리에스테르필름,합성수지,LCD용 필름 제조"
195,00144164,018670,Y,SK가스,기타 전문 도매업,"액화석유가스,가스기기 판매,수입,저장"
196,00131780,001740,Y,SK네트웍스,기타 전문 도매업,"정보통신 유통, 자동차 관리, 글로벌 트레이딩, 호텔&리조트"
197,00131832,006120,Y,SK디스커버리,기타 금융업,"화섬사(폴리에스테르원사(폴리에스터F,폴리에스터SF),폴리에스터직물,아세테이트),석유화학부문(TPA,DMT),섬유원료,직물,BOTTLE용CHIP,접착제,폴리우레탄 제조,"
198,00508344,210980,Y,SK디앤디,부동산 임대 및 공급업,"비주거용 부동산개발 및 임대(오피스, 지식산업센터, 호텔 등)"
199,00201450,068400,Y,SK렌터카,운송장비 임대업,승용자동차 임대
200,01535150,395400,Y,SK리츠,부동산 임대 및 공급업,서울 중구 소재 SK서린빌딩 및 전국 116개 주유소 임대 운영
201,01319899,302440,Y,SK바이오사이언스,기초 의약물질 및 생물학적 제제 제조업,백신 제품 및 제제
202,01596425,402340,Y,SK스퀘어,기타 금융업,지주회사
203,01386916,361610,Y,SK아이이테크놀로지,일차전지 및 축전지 제조업,2차전지용 습식 분리막 및 폴더블 커버 윈도우
204,00480367,100090,Y,SK오션플랜트,1차 철강 제조업,해상풍력 하부구조물
205,00631518,096770,Y,SK이노베이션,석유 정제품 제조업,"석유정제,석유화학제품,윤활유제품,아스팔트제품,의약중간체 제조,판매,유전개발,대체에너지사업"
206,00131850,001510,Y,SK증권,금융 지원 서비스업,"증권업,부동산 임대"
207,01671197,435870,K,SK증권제8호스팩,금융 지원 서비스업,기업인수목적회사
208,01267170,285130,Y,SK케미칼,합성고무 및 플라스틱 물질 제조업,"PETG 수지, PET 수지, 바이오디젤, 백신"
209,00159023,017670,Y,SK텔레콤,전기 통신업,"이동전화,무선호출서비스,부가통신"
210,00164779,000660,Y,SK하이닉스,반도체 제조업,"반도체,컴퓨터,통신기기 제조,도매"
211,00185046,048550,K,SM C&C,광고업,"영상콘텐츠 제작 및 매니지먼트, 광고, 여행"
212,00367604,063440,K,SM Life Design,기록매체 복제업,"추첨식복권 제조, 일반출판 인쇄, CD ·DVD 복제"
213,00134477,003570,Y,SNT다이내믹스,자동차 신품 부품 제조업,"자동차부품(동력전달장치 등),공작기계(CNC선반 등),사출성형기 제조"
214,00398792,064960,Y,SNT모티브,자동차 신품 부품 제조업,"자동차부품(서스펜션모듈,전장품,속옵서버,에어백,트로틀바디,너클),방산품(총포) 제조,도매"
215,00648721,100840,Y,SNT에너지,일반 목적용 기계 제조업,"공냉식 열교환장치,폐열회수장치 제조"
216,00225159,036530,Y,SNT홀딩스,기타 금융업,"지배,경영지도,정리,육성"
217,00125530,005610,Y,SPC삼립,기타 식품 제조업,"빵,아이스크림,과자,케익,유산균음료,인스턴트식품,병조림,면류,식용유 제조,판매"
218,00138297,011810,Y,STX,상품 종합 도매업,"에너지 원료(석탄,석유),산업기자재(기계부품) 도매"
219,00480455,077970,Y,STX엔진,일반 목적용 기계 제조업,"엔진,터빈,내연기관 제조,도매"
220,00406046,071970,Y,STX중공업,일반 목적용 기계 제조업,"조선기자재, 기계부품"
221,00132211,002820,Y,SUN&L,나무제품 제조업,"합판,가정용가구(선우드),MDF,제재목,하드보드 제조/부동산 임대"
222,00599151,289080,K,SV인베스트먼트,기타 금융업,중소/벤처기업 투자 및 육성
223,00117300,002710,Y,TCC스틸,1차 철강 제조업,"석도강판,표면처리강판 제조,판매"
224,00519252,089230,K,THE E&M,기타 정보 서비스업,인터넷 개인방송 플랫폼
225,00945208,161570,K,THE MIDONG,영상 및 음향기기 제조업,"차량용 블랙박스, 차량운행보조시스템"
226,00201733,032540,K,TJ미디어,영상 및 음향기기 제조업,영상음향반주기
227,00140061,022220,K,TKG애강,플라스틱제품 제조업,"PB/CPVC 파이프, 연결구"
228,00108649,048770,K,TPC,일반 목적용 기계 제조업,"구동기기(실린더), 방향제어기(밸브)"
229,00778235,246690,K,TS인베스트먼트,신탁업 및 집합투자업,투자조합 결성 및 투자
230,01353024,317240,K,TS트릴리온,기타 화학제품 제조업,기업인수합병
231,00117230,002900,Y,TYM,특수 목적용 기계 제조업,"농기계,연초용필터,금속제양식기,철강압연 제조,도매,수출입/신문서적 수출입,판매"
232,00142865,024070,Y,WISCOM,플라스틱제품 제조업,"플라스틱제품(PVC컴파운드,ABS,PS가공) 제조,도매,임가공"
233,00307222,057030,K,YBM넷,교육지원 서비스업,"온라인교육, 수수료수입 등"
234,00249247,037270,Y,YG PLUS,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","광고대행,광고물 제작"
235,00200275,040300,K,YTN,"영화, 비디오물, 방송프로그램 제작 및 배급업",광고/협찬 및 프로그램 제작
236,00296263,051390,K,YW,상품 종합 도매업,도소매
237,00370006,052220,K,iMBC,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","디지털콘텐츠,웹에이젼시"
238,00506294,079940,K,가비아,소프트웨어 개발 및 공급업,"도메인,호스팅"
239,00441304,078890,K,가온그룹,통신 및 방송 장비 제조업,디지털셋톱박스
240,00104768,000500,Y,가온전선,절연선 및 케이블 제조업,"전력선,통신케이블 제조,도매,수출입"
241,01364747,399720,K,가온칩스,반도체 제조업,설계 솔루션 및 주문형 반도체
242,00261009,036620,K,감성코퍼레이션,기타 전문 도매업,"의류, 의류디자인, 휴대폰 주변기기"
243,00100939,000860,Y,강남제비스코,기타 화학제품 제조업,"도료(페인트,락카,신나,에나멜,바니쉬),안료 제조,판매"
244,01025644,217730,K,강스템바이오텍,기초 의약물질 및 생물학적 제제 제조업,줄기세포치료제
245,00255619,035250,Y,강원랜드,유원지 및 기타 오락관련 서비스업,"카지노,관광호텔,골프장,스키장,체육시설 운영"
246,00100601,114190,K,강원에너지,"구조용 금속제품, 탱크 및 증기발생기 제조업",플랜트설비(산업용 보일러)
247,00587457,094480,K,갤럭시아머니트리,소프트웨어 개발 및 공급업,전자결제
248,00129554,011420,Y,갤럭시아에스엠,스포츠 서비스업,"스포츠중계권,스포츠마케팅,광고"
249,00206039,039240,K,경남스틸,1차 철강 제조업,"냉연강판,아연도강판, 산세코일, 열연아연도금강판, 전기아연도금강판 등"
250,00307028,053950,K,경남제약,의약품 제조업,PCB 드릴가공
251,00101433,002100,Y,경농,"비료, 농약 및 살균, 살충제 제조업","완제농약(잡초약,살충제,살균제) 제조"
252,00101488,009450,Y,경동나비엔,가정용 기기 제조업,"가정용기름보일러,입형,횡형 온수보일러,가스보일러,버너,흡수식 냉온수기,전기보일러,진공온수보일러,태양열보일러 제조,판매"
253,01208885,267290,Y,경동도시가스,연료용 가스 제조 및 배관공급업,도시가스
254,00143527,012320,Y,경동인베스트,기타 금융업,지주회사
255,00101549,011040,K,경동제약,의약품 제조업,"듀오로반정, 발디핀정, 아트로반정 등"
256,00101628,000050,Y,경방,종합 소매업,"섬유류(면사,면혼방사,면직물,면혼방직물,화섬사,화섬직물) 제조,도매,수출입"
257,00101664,214390,Y,경보제약,기초 의약물질 및 생물학적 제제 제조업,"아토르바스타틴, 세프티족심, 세프트리약손"
258,00102113,012610,Y,경인양행,기초 화학물질 제조업,"반응성염료,직접염료,산성염료,삼원색원료 제조,수출입"
259,00102140,009140,Y,경인전자,전자부품 제조업,"스위치,리모콘,배선기구,섬머스타트,게임기,전자부품 제조,판매"
260,00102353,024910,K,경창산업,자동차 신품 부품 제조업,"각종 케이블, 개폐랫치, 리저브탱크, 밴드류, 페달류, 오토트랜스미션부품, 시트용 단품"
261,00102432,013580,Y,계룡건설산업,토목 건설업,"건축공사,주택공사,토목공사,포장공사,전기공사"
262,00102618,012200,Y,계양전기,일반 목적용 기계 제조업,"전동공구(그라인더,드릴,커팅머신 등), 엔진, 자동차용 모터 제조"
